strongs	word	transliteration	derivation	definition	kjv_usage
G3003	λεγεών	legeṓn	of Latin origin;	a "legion", i.e. Roman regiment (figuratively)	legion
G3004	λέγω	légō	a primary verb;	properly, to "lay" forth, i.e. (figuratively) relate (in words (usually of systematic or set discourse; whereas G2036 (ἔπω) and G5346 (φημί) generally refer to an individual expression or speech respectively; while G4483 (ῥέω) is properly to break silence merely, and G2980 (λαλέω) means an extended or random harangue)); by implication, to mean	ask, bid, boast, call, describe, give out, name, put forth, say(-ing, on), shew, speak, tell, utter
G3005	λεῖμμα	leîmma	from G3007 (λείπω);	a remainder	remnant
G3006	λεῖος	leîos	apparently a primary word;	smooth, i.e. "level"	smooth
G3007	λείπω	leípō	a primary verb;	to leave, i.e. (intransitively or passively) to fail or be absent	be destitute (wanting), lack
G3008	λειτουργέω	leitourgéō	from G3011 (λειτουργός);	to be a public servant, i.e. (by analogy) to perform religious or charitable functions (worship, obey, relieve)	minister
G3009	λειτουργία	leitourgía	from G3008 (λειτουργέω);	public function (as priest ("liturgy") or almsgiver)	ministration(-try), service
G3010	λειτουργικός	leitourgikós	from the same as G3008 (λειτουργέω);	functional publicly ("liturgic"); i.e. beneficient	ministering
G3011	λειτουργός	leitourgós	from a derivative of G2992 (λαός) and G2041 (ἔργον);	a public servant, i.e. a functionary in the Temple or Gospel, or (genitive case) a worshipper (of God) or benefactor (of man)	minister(-ed)
G3012	λέντιον	léntion	of Latin origin;	a "linen" cloth, i.e. apron	towel
G3013	λεπίς	lepís	from (to peel);	a flake	scale
G3014	λέπρα	lépra	from the same as G3013 (λεπίς);	scaliness, i.e. "leprosy"	leprosy
G3015	λεπρός	leprós	from the same as G3014 (λέπρα);	scaly, i.e. leprous (a leper)	leper
G3016	λεπτόν	leptón	neuter of a derivative of the same as G3013 (λεπίς);	something scaled (light), i.e. a small coin	mite
G3017	Λευΐ	Leuḯ	of Hebrew origin (H03878);	Levi, the name of three Israelites	Levi
G3018	Λευΐς	Leuḯs	a form of G3017 (Λευΐ);	Lewis (i.e. Levi), a Christian	Levi
G3019	Λευΐτης	Leuḯtēs	from G3017 (Λευΐ);	a Levite, i.e. descendant of Levi	Levite
G3020	Λευϊτικός	Leuïtikós	from G3019 (Λευΐτης);	Levitic, i.e. relating to the Levites	Levitical
G3021	λευκαίνω	leukaínō	from G3022 (λευκός);	to whiten	make white, whiten
G3022	λευκός	leukós	from ("light");	white	white
G3023	λέων	léōn	a primary word;	a "lion"	lion
G3024	λήθη	lḗthē	from G2990 (λανθάνω);	forgetfulness	+ forget
G3025	ληνός	lēnós	apparently a primary word;	a trough, i.e. wine-vat	winepress
G3026	λῆρος	lēros	apparently a primary word;	twaddle, i.e. an incredible story	idle tale
G3027	λῃστής	lēistḗs	from (to plunder);	a brigand	robber, thief
G3028	λῆμψις	lēmpsis	from G2983 (λαμβάνω);	receipt (the act)	receiving
G3029	λίαν	lían	of uncertain affinity;	much (adverbially)	exceeding, great(-ly), sore, very (+ chiefest)
G3030	λίβανος	líbanos	of foreign origin (H03828);	the incense-tree, i.e. (by implication) incense itself	frankincense
G3031	λιβανωτός	libanōtós	from G3030 (λίβανος);	frankincense, i.e. (by extension) a censer for burning it	censer
G3032	Λιβερτῖνος	Libertînos	of Latin origin;	a Roman freedman	Libertine
G3033	Λιβύη	Libýē	probably from G3047 (λίψ);	Libye, a region of Africa	Libya
G3034	λιθάζω	litházō	from G3037 (λίθος);	to lapidate	stone
G3035	λίθινος	líthinos	from G3037 (λίθος);	stony, i.e. made of stone	of stone
G3036	λιθοβολέω	lithoboléō	from a compound of G3037 (λίθος) and G906 (βάλλω);	to throw stones, i.e. lapidate	stone, cast stones
G3037	λίθος	líthos	apparently a primary word;	a stone (literally or figuratively)	(mill-, stumbling-)stone
G3038	λιθόστρωτος	lithóstrōtos	from G3037 (λίθος) and a derivative of G4766 (στρώννυμι);	stone-strewed, i.e. a tessellated mosaic on which the Roman tribunal was placed	Pavement
G3039	λικμάω	likmáō	from , the equivalent of (a winnowing fan or basket);	to winnow, i.e. (by analogy), to triturate	grind to powder
G3040	λιμήν	limḗn	apparently a primary word;	a harbor	haven
G3041	λίμνη	límnē	probably from G3040 (λιμήν) (through the idea of nearness of shore);	a pond (large or small)	lake
G3042	λιμός	limós	probably from G3007 (λείπω) (through the idea of destitution);	a scarcity of food	dearth, famine, hunger
G3043	λίνον	línon	probably a primary word;	flax, i.e. (by implication) "linen"	linen
G3044	Λίνος	Línos	perhaps from G3043 (λίνον);	Linus, a Christian	Linus
G3045	λιπαρός	liparós	from (grease);	fat, i.e. (figuratively) sumptuous	dainty
G3046	λίτρα	lítra	of Latin origin (libra);	a pound in weight	pound
G3047	λίψ	líps	probably from (to pour a "libation");	the south(- west) wind (as bringing rain, i.e. (by extension) the south quarter)	southwest
G3048	λογία	logía	from G3056 (λόγος) (in the commercial sense);	a contribution	collection, gathering
G3049	λογίζομαι	logízomai	middle voice from G3056 (λόγος);	to take an inventory, i.e. estimate (literally or figuratively)	conclude, (ac-)count (of), + despise, esteem, impute, lay, number, reason, reckon, suppose, think (on)
G3050	λογικός	logikós	from G3056 (λόγος);	rational ("logical")	reasonable, of the word
G3051	λόγιον	lógion	neuter of G3052 (λόγιος);	an utterance (of God)	oracle
G3052	λόγιος	lógios	from G3056 (λόγος);	fluent, i.e. an orator	eloquent
G3053	λογισμός	logismós	from G3049 (λογίζομαι);	computation, i.e. (figuratively) reasoning (conscience, conceit)	imagination, thought
G3054	λογομαχέω	logomachéō	from a compound of G3056 (λόγος) and G3164 (μάχομαι);	to be disputatious (on trifles)	strive about words
G3055	λογομαχία	logomachía	from the same as G3054 (λογομαχέω);	disputation about trifles ("logomachy")	strife of words
G3056	λόγος	lógos	from G3004 (λέγω);	something said (including the thought); by implication, a topic (subject of discourse), also reasoning (the mental faculty) or motive; by extension, a computation; specially, (with the article in John) the Divine Expression (i.e. Christ)	account, cause, communication, X concerning, doctrine, fame, X have to do, intent, matter, mouth, preaching, question, reason, + reckon, remove, say(-ing), shew, X speaker, speech, talk, thing, + none of these things move me, tidings, treatise, utterance, word, work
G3057	λόγχη	lónchē	perhaps a primary word;	a "lance"	spear
G3058	λοιδορέω	loidoréō	from G3060 (λοίδορος);	to reproach, i.e. vilify	revile
G3059	λοιδορία	loidoría	from G3060 (λοίδορος);	slander or vituperation	railing, reproach(-fully)
G3060	λοίδορος	loídoros	from (mischief);	abusive, i.e. a blackguard	railer, reviler
G3061	λοιμός	loimós	of uncertain affinity;	a plague (literally, the disease, or figuratively, a pest)	pestilence(-t)
G3062	λοιποί	loipoí	masculine plural of a derivative of G3007 (λείπω);	remaining ones	other, which remain, remnant, residue, rest
G3063	λοιπόν	loipón	neuter singular of the same as G3062 (λοιποί);	something remaining (adverbially)	besides, finally, furthermore, (from) henceforth, moreover, now, + it remaineth, then
G3064	λοιποῦ	loipoû	genitive case singular of the same as G3062 (λοιποί);	remaining time	from henceforth
G3065	Λουκᾶς	Loukâs	contracted from Latin Lucanus;	Lucas, a Christian	Lucas, Luke
G3066	Λούκιος	Loúkios	of Latin origin;	illuminative; Lucius, a Christian	Lucius
G3067	λουτρόν	loutrón	from G3068 (λούω);	a bath, i.e. (figuratively), baptism	washing
G3068	λούω	loúō	a primary verb;	to bathe (the whole person; whereas G3538 (νίπτω) means to wet a part only, and G4150 (πλύνω) to wash, cleanse garments exclusively)	wash
G3069	Λύδδα	Lýdda	of Hebrew origin (H03850);	Lydda (i.e. Lod), a place in Palestine	Lydda
G3070	Λυδία	Lydía	properly, feminine of Ludios (of foreign origin) (a Lydian, in Asia Minor);	Lydia, a Christian woman	Lydia
G3071	Λυκαονία	Lykaonía	perhaps remotely from G3074 (λύκος);	Lycaonia, a region of Asia Minor	Lycaonia
G3072	Λυκαονιστί	Lykaonistí	adverb from a derivative of G3071 (Λυκαονία);	Lycaonistically, i.e. in the language of the Lycaonians	in the speech of Lycaonia
